Categoria: info, Hora de evento:18/7/2023, 1:41:23 p. m., tag:Log de evento, mensaje:/api/v1/citas/1 HTTP STATUS: 200
Categoria: error, Hora de evento:18/7/2023, 4:10:32 p. m., tag:Log de evento, mensaje:Error actualizando información
Categoria: error, Hora de evento:18/7/2023, 4:10:31 p. m., tag:Log de evento, mensaje:Error consultando la lista de pacientes
Categoria: info, Hora de evento:18/7/2023, 4:10:31 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:10:31 p. m., tag:Log de evento, mensaje:Error al crear nuevo paciente
Categoria: info, Hora de evento:18/7/2023, 4:10:31 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:10:31 p. m., tag:Log de evento, mensaje:Error al consultar el paciente especificado
Categoria: info, Hora de evento:18/7/2023, 4:10:31 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:10:31 p. m., tag:Log de evento, mensaje:No existe id en la base de datos
Categoria: error, Hora de evento:18/7/2023, 4:10:31 p. m., tag:Log de evento, mensaje:Error actualizando información
Categoria: info, Hora de evento:18/7/2023, 4:12:12 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:12:12 p. m., tag:Log de evento, mensaje:Error consultando la lista de pacientes
Categoria: info, Hora de evento:18/7/2023, 4:12:12 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:12:12 p. m., tag:Log de evento, mensaje:Error al crear nuevo paciente
Categoria: info, Hora de evento:18/7/2023, 4:12:12 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:12:12 p. m., tag:Log de evento, mensaje:Error al consultar el paciente especificado
Categoria: info, Hora de evento:18/7/2023, 4:12:12 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:12:12 p. m., tag:Log de evento, mensaje:No existe id en la base de datos
Categoria: error, Hora de evento:18/7/2023, 4:12:12 p. m., tag:Log de evento, mensaje:Error actualizando información
Categoria: info, Hora de evento:18/7/2023, 4:12:12 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:12:12 p. m., tag:Log de evento, mensaje:Error consultando la lista de citas
Categoria: info, Hora de evento:18/7/2023, 4:12:12 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:12:12 p. m., tag:Log de evento, mensaje:Error al crear nueva cita
Categoria: info, Hora de evento:18/7/2023, 4:12:12 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:12:12 p. m., tag:Log de evento, mensaje:Error al consultar la cita especificada
Categoria: info, Hora de evento:18/7/2023, 4:12:14 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:12:14 p. m., tag:Log de evento, mensaje:Error consultando la lista de doctores
Categoria: info, Hora de evento:18/7/2023, 4:12:14 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: info, Hora de evento:18/7/2023, 4:12:14 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:12:14 p. m., tag:Log de evento, mensaje:Error al consultar el doctor especificado
Categoria: info, Hora de evento:18/7/2023, 4:12:14 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:12:14 p. m., tag:Log de evento, mensaje:No existe id en la base de datos
Categoria: error, Hora de evento:18/7/2023, 4:12:14 p. m., tag:Log de evento, mensaje:Error actualizando información
Categoria: info, Hora de evento:18/7/2023, 4:18:38 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:18:38 p. m., tag:Log de evento, mensaje:Error consultando la lista de citas
Categoria: info, Hora de evento:18/7/2023, 4:18:38 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:18:38 p. m., tag:Log de evento, mensaje:Error al crear nueva cita
Categoria: info, Hora de evento:18/7/2023, 4:18:38 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:18:38 p. m., tag:Log de evento, mensaje:Error al consultar la cita especificada
Categoria: info, Hora de evento:18/7/2023, 4:18:38 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:18:38 p. m., tag:Log de evento, mensaje:Error consultando la lista de pacientes
Categoria: info, Hora de evento:18/7/2023, 4:18:38 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:18:38 p. m., tag:Log de evento, mensaje:Error al crear nuevo paciente
Categoria: info, Hora de evento:18/7/2023, 4:18:38 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:18:38 p. m., tag:Log de evento, mensaje:Error al consultar el paciente especificado
Categoria: info, Hora de evento:18/7/2023, 4:18:38 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:18:38 p. m., tag:Log de evento, mensaje:No existe id en la base de datos
Categoria: error, Hora de evento:18/7/2023, 4:18:38 p. m., tag:Log de evento, mensaje:Error actualizando información
Categoria: info, Hora de evento:18/7/2023, 4:18:39 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:18:39 p. m., tag:Log de evento, mensaje:Error consultando la lista de doctores
Categoria: info, Hora de evento:18/7/2023, 4:18:39 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: info, Hora de evento:18/7/2023, 4:18:40 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:18:40 p. m., tag:Log de evento, mensaje:Error al consultar el doctor especificado
Categoria: info, Hora de evento:18/7/2023, 4:18:40 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:18:40 p. m., tag:Log de evento, mensaje:No existe id en la base de datos
Categoria: error, Hora de evento:18/7/2023, 4:18:40 p. m., tag:Log de evento, mensaje:Error actualizando información
Categoria: info, Hora de evento:18/7/2023, 4:21:26 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:21:26 p. m., tag:Log de evento, mensaje:Error consultando la lista de pacientes
Categoria: info, Hora de evento:18/7/2023, 4:21:26 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:21:26 p. m., tag:Log de evento, mensaje:Error al crear nuevo paciente
Categoria: info, Hora de evento:18/7/2023, 4:21:26 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:21:26 p. m., tag:Log de evento, mensaje:Error al consultar el paciente especificado
Categoria: info, Hora de evento:18/7/2023, 4:21:26 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:21:26 p. m., tag:Log de evento, mensaje:No existe id en la base de datos
Categoria: error, Hora de evento:18/7/2023, 4:21:26 p. m., tag:Log de evento, mensaje:Error actualizando información
Categoria: info, Hora de evento:18/7/2023, 4:21:26 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:21:26 p. m., tag:Log de evento, mensaje:Error consultando la lista de citas
Categoria: info, Hora de evento:18/7/2023, 4:21:26 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:21:26 p. m., tag:Log de evento, mensaje:Error al crear nueva cita
Categoria: info, Hora de evento:18/7/2023, 4:21:26 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:21:26 p. m., tag:Log de evento, mensaje:Error al consultar la cita especificada
Categoria: info, Hora de evento:18/7/2023, 4:21:28 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:21:28 p. m., tag:Log de evento, mensaje:Error consultando la lista de doctores
Categoria: info, Hora de evento:18/7/2023, 4:21:28 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: info, Hora de evento:18/7/2023, 4:21:28 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:21:28 p. m., tag:Log de evento, mensaje:Error al consultar el doctor especificado
Categoria: info, Hora de evento:18/7/2023, 4:21:28 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:21:28 p. m., tag:Log de evento, mensaje:No existe id en la base de datos
Categoria: error, Hora de evento:18/7/2023, 4:21:28 p. m., tag:Log de evento, mensaje:Error actualizando información
Categoria: info, Hora de evento:18/7/2023, 4:23:53 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:23:53 p. m., tag:Log de evento, mensaje:Error consultando la lista de pacientes
Categoria: info, Hora de evento:18/7/2023, 4:23:53 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:23:53 p. m., tag:Log de evento, mensaje:Error al crear nuevo paciente
Categoria: info, Hora de evento:18/7/2023, 4:23:53 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:23:53 p. m., tag:Log de evento, mensaje:Error al consultar el paciente especificado
Categoria: info, Hora de evento:18/7/2023, 4:23:53 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:23:53 p. m., tag:Log de evento, mensaje:No existe id en la base de datos
Categoria: error, Hora de evento:18/7/2023, 4:23:53 p. m., tag:Log de evento, mensaje:Error actualizando información
Categoria: info, Hora de evento:18/7/2023, 4:23:54 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:23:54 p. m., tag:Log de evento, mensaje:Error consultando la lista de citas
Categoria: info, Hora de evento:18/7/2023, 4:23:54 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:23:54 p. m., tag:Log de evento, mensaje:Error al crear nueva cita
Categoria: info, Hora de evento:18/7/2023, 4:23:54 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:23:54 p. m., tag:Log de evento, mensaje:Error al consultar la cita especificada
Categoria: info, Hora de evento:18/7/2023, 4:23:56 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:23:56 p. m., tag:Log de evento, mensaje:Error consultando la lista de doctores
Categoria: info, Hora de evento:18/7/2023, 4:23:56 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: info, Hora de evento:18/7/2023, 4:23:56 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:23:56 p. m., tag:Log de evento, mensaje:Error al consultar el doctor especificado
Categoria: info, Hora de evento:18/7/2023, 4:23:56 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:23:57 p. m., tag:Log de evento, mensaje:No existe id en la base de datos
Categoria: error, Hora de evento:18/7/2023, 4:23:57 p. m., tag:Log de evento, mensaje:Error actualizando información
Categoria: info, Hora de evento:18/7/2023, 4:31:20 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:31:20 p. m., tag:Log de evento, mensaje:Error consultando la lista de citas
Categoria: info, Hora de evento:18/7/2023, 4:31:20 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:31:20 p. m., tag:Log de evento, mensaje:Error al crear nueva cita
Categoria: info, Hora de evento:18/7/2023, 4:31:20 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:31:20 p. m., tag:Log de evento, mensaje:Error al consultar la cita especificada
Categoria: info, Hora de evento:18/7/2023, 4:31:21 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:31:21 p. m., tag:Log de evento, mensaje:Error consultando la lista de pacientes
Categoria: info, Hora de evento:18/7/2023, 4:31:21 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:31:21 p. m., tag:Log de evento, mensaje:Error al crear nuevo paciente
Categoria: info, Hora de evento:18/7/2023, 4:31:21 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:31:21 p. m., tag:Log de evento, mensaje:Error al consultar el paciente especificado
Categoria: info, Hora de evento:18/7/2023, 4:31:21 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:31:21 p. m., tag:Log de evento, mensaje:No existe id en la base de datos
Categoria: error, Hora de evento:18/7/2023, 4:31:21 p. m., tag:Log de evento, mensaje:Error actualizando información
Categoria: info, Hora de evento:18/7/2023, 4:31:22 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:31:22 p. m., tag:Log de evento, mensaje:Error consultando la lista de doctores
Categoria: info, Hora de evento:18/7/2023, 4:31:23 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: info, Hora de evento:18/7/2023, 4:31:23 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:31:23 p. m., tag:Log de evento, mensaje:Error al consultar el doctor especificado
Categoria: info, Hora de evento:18/7/2023, 4:31:23 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:31:23 p. m., tag:Log de evento, mensaje:No existe id en la base de datos
Categoria: error, Hora de evento:18/7/2023, 4:31:23 p. m., tag:Log de evento, mensaje:Error actualizando información
Categoria: info, Hora de evento:18/7/2023, 4:32:42 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: info, Hora de evento:18/7/2023, 4:32:42 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:32:42 p. m., tag:Log de evento, mensaje:Error consultando la lista de pacientes
Categoria: info, Hora de evento:18/7/2023, 4:32:42 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:32:42 p. m., tag:Log de evento, mensaje:Error al crear nuevo paciente
Categoria: info, Hora de evento:18/7/2023, 4:32:42 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:32:42 p. m., tag:Log de evento, mensaje:Error al consultar el paciente especificado
Categoria: info, Hora de evento:18/7/2023, 4:32:42 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:32:42 p. m., tag:Log de evento, mensaje:No existe id en la base de datos
Categoria: error, Hora de evento:18/7/2023, 4:32:42 p. m., tag:Log de evento, mensaje:Error actualizando información
Categoria: error, Hora de evento:18/7/2023, 4:32:42 p. m., tag:Log de evento, mensaje:Error consultando la lista de citas
Categoria: info, Hora de evento:18/7/2023, 4:32:42 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:32:42 p. m., tag:Log de evento, mensaje:Error al crear nueva cita
Categoria: info, Hora de evento:18/7/2023, 4:32:42 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:32:42 p. m., tag:Log de evento, mensaje:Error al consultar la cita especificada
Categoria: info, Hora de evento:18/7/2023, 4:32:43 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:32:43 p. m., tag:Log de evento, mensaje:Error consultando la lista de doctores
Categoria: info, Hora de evento:18/7/2023, 4:32:43 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: info, Hora de evento:18/7/2023, 4:32:43 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:32:43 p. m., tag:Log de evento, mensaje:Error al consultar el doctor especificado
Categoria: info, Hora de evento:18/7/2023, 4:32:43 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:32:43 p. m., tag:Log de evento, mensaje:No existe id en la base de datos
Categoria: error, Hora de evento:18/7/2023, 4:32:43 p. m., tag:Log de evento, mensaje:Error actualizando información
Categoria: info, Hora de evento:18/7/2023, 4:33:52 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: info, Hora de evento:18/7/2023, 4:33:52 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:33:52 p. m., tag:Log de evento, mensaje:Error consultando la lista de pacientes
Categoria: info, Hora de evento:18/7/2023, 4:33:52 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:33:52 p. m., tag:Log de evento, mensaje:Error al crear nuevo paciente
Categoria: info, Hora de evento:18/7/2023, 4:33:52 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:33:52 p. m., tag:Log de evento, mensaje:Error al consultar el paciente especificado
Categoria: info, Hora de evento:18/7/2023, 4:33:52 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:33:52 p. m., tag:Log de evento, mensaje:No existe id en la base de datos
Categoria: error, Hora de evento:18/7/2023, 4:33:52 p. m., tag:Log de evento, mensaje:Error actualizando información
Categoria: error, Hora de evento:18/7/2023, 4:33:52 p. m., tag:Log de evento, mensaje:Error consultando la lista de citas
Categoria: info, Hora de evento:18/7/2023, 4:33:52 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:33:52 p. m., tag:Log de evento, mensaje:Error al crear nueva cita
Categoria: info, Hora de evento:18/7/2023, 4:33:52 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:33:52 p. m., tag:Log de evento, mensaje:Error al consultar la cita especificada
Categoria: info, Hora de evento:18/7/2023, 4:33:54 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:33:54 p. m., tag:Log de evento, mensaje:Error consultando la lista de doctores
Categoria: info, Hora de evento:18/7/2023, 4:33:54 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: info, Hora de evento:18/7/2023, 4:33:54 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:33:54 p. m., tag:Log de evento, mensaje:Error al consultar el doctor especificado
Categoria: info, Hora de evento:18/7/2023, 4:33:54 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:33:54 p. m., tag:Log de evento, mensaje:No existe id en la base de datos
Categoria: error, Hora de evento:18/7/2023, 4:33:54 p. m., tag:Log de evento, mensaje:Error actualizando información
Categoria: info, Hora de evento:18/7/2023, 4:35:21 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:35:21 p. m., tag:Log de evento, mensaje:Error consultando la lista de pacientes
Categoria: info, Hora de evento:18/7/2023, 4:35:21 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:35:21 p. m., tag:Log de evento, mensaje:Error al crear nuevo paciente
Categoria: info, Hora de evento:18/7/2023, 4:35:21 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:35:21 p. m., tag:Log de evento, mensaje:Error al consultar el paciente especificado
Categoria: info, Hora de evento:18/7/2023, 4:35:21 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:35:21 p. m., tag:Log de evento, mensaje:No existe id en la base de datos
Categoria: error, Hora de evento:18/7/2023, 4:35:21 p. m., tag:Log de evento, mensaje:Error actualizando información
Categoria: info, Hora de evento:18/7/2023, 4:35:21 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:35:21 p. m., tag:Log de evento, mensaje:Error consultando la lista de citas
Categoria: info, Hora de evento:18/7/2023, 4:35:21 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:35:21 p. m., tag:Log de evento, mensaje:Error al crear nueva cita
Categoria: info, Hora de evento:18/7/2023, 4:35:21 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:35:21 p. m., tag:Log de evento, mensaje:Error al consultar la cita especificada
Categoria: info, Hora de evento:18/7/2023, 4:35:22 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:35:22 p. m., tag:Log de evento, mensaje:Error consultando la lista de doctores
Categoria: info, Hora de evento:18/7/2023, 4:35:22 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: info, Hora de evento:18/7/2023, 4:35:23 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:35:23 p. m., tag:Log de evento, mensaje:Error al consultar el doctor especificado
Categoria: info, Hora de evento:18/7/2023, 4:35:23 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:35:23 p. m., tag:Log de evento, mensaje:No existe id en la base de datos
Categoria: error, Hora de evento:18/7/2023, 4:35:23 p. m., tag:Log de evento, mensaje:Error actualizando información
Categoria: info, Hora de evento:18/7/2023, 4:36:31 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:36:31 p. m., tag:Log de evento, mensaje:Error consultando la lista de citas
Categoria: info, Hora de evento:18/7/2023, 4:36:31 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:36:31 p. m., tag:Log de evento, mensaje:Error al crear nueva cita
Categoria: info, Hora de evento:18/7/2023, 4:36:31 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:36:31 p. m., tag:Log de evento, mensaje:Error al consultar la cita especificada
Categoria: info, Hora de evento:18/7/2023, 4:36:31 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:36:31 p. m., tag:Log de evento, mensaje:Error consultando la lista de pacientes
Categoria: info, Hora de evento:18/7/2023, 4:36:31 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:36:31 p. m., tag:Log de evento, mensaje:Error al crear nuevo paciente
Categoria: info, Hora de evento:18/7/2023, 4:36:31 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:36:31 p. m., tag:Log de evento, mensaje:Error al consultar el paciente especificado
Categoria: info, Hora de evento:18/7/2023, 4:36:31 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:36:31 p. m., tag:Log de evento, mensaje:No existe id en la base de datos
Categoria: error, Hora de evento:18/7/2023, 4:36:31 p. m., tag:Log de evento, mensaje:Error actualizando información
Categoria: info, Hora de evento:18/7/2023, 4:36:32 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:36:32 p. m., tag:Log de evento, mensaje:Error consultando la lista de doctores
Categoria: info, Hora de evento:18/7/2023, 4:36:32 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: info, Hora de evento:18/7/2023, 4:36:32 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
Categoria: error, Hora de evento:18/7/2023, 4:36:32 p. m., tag:Log de evento, mensaje:Error al consultar el doctor especificado
Categoria: info, Hora de evento:18/7/2023, 4:36:32 p. m., tag:Log de evento, mensaje:NaN HTTP STATUS: undefined
